yearDraft,nameTeam,numberPickOverall,player,OrganizationFrom
2016,Boston Celtics,51,Ben Bentil,Providence
2016,Utah Jazz,52,Joel Bolomboy,Weber State
2016,Denver Nuggets,53,Petr Cornelie,Le Mans Sarthe Basket
2016,Atlanta Hawks,54,Kay Felder,Oakland
2016,Utah Jazz,55,Marcus Paige,North Carolina
2016,Denver Nuggets,56,Daniel Hamilton,Connecticut
2016,Memphis Grizzlies,57,Wang Zhelin,Fujian
2016,Boston Celtics,58,Abdel Nader,Iowa State
2016,Sacramento Kings,59,Isaiah Cousins,Oklahoma
2016,Utah Jazz,60,Tyrone Wallace,California
2015,Minnesota Timberwolves,1,Karl-Anthony Towns,Kentucky
2015,Los Angeles Lakers,2,D'Angelo Russell,Ohio State
2015,Philadelphia 76ers,3,Jahlil Okafor,Duke
2015,New York Knicks,4,Kristaps Porzingis,CB Sevilla
2015,Orlando Magic,5,Mario Hezonja,FC Barcelona Basquet
2015,Sacramento Kings,6,Willie Cauley-Stein,Kentucky
2015,Denver Nuggets,7,Emmanuel Mudiay,Guangdong Southern Tigers
2015,Detroit Pistons,8,Stanley Johnson,Arizona
2015,Charlotte Hornets,9,Frank Kaminsky,Wisconsin
2015,Miami Heat,10,Justise Winslow,Duke
2015,Indiana Pacers,11,Myles Turner,Texas
2015,Utah Jazz,12,Trey Lyles,Kentucky
2015,Phoenix Suns,13,Devin Booker,Kentucky
2015,Oklahoma City Thunder,14,Cameron Payne,Murray State
2015,Atlanta Hawks,15,Kelly Oubre Jr.,Kansas
2015,Boston Celtics,16,Terry Rozier,Louisville
2015,Milwaukee Bucks,17,Rashad Vaughn,Nevada-Las Vegas
2015,Houston Rockets,18,Sam Dekker,Wisconsin
2015,Washington Wizards,19,Jerian Grant,Notre Dame
2015,Toronto Raptors,20,Delon Wright,Utah
2015,Dallas Mavericks,21,Justin Anderson,Virginia
2015,Chicago Bulls,22,Bobby Portis,Arkansas
2015,Portland Trail Blazers,23,Rondae Hollis-Jefferson,Arizona
2015,Cleveland Cavaliers,24,Tyus Jones,Duke
2015,Memphis Grizzlies,25,Jarell Martin,Louisiana State
2015,San Antonio Spurs,26,Nikola Milutinov,KK Partizan
2015,Los Angeles Lakers,27,Larry Nance Jr.,Wyoming
2015,Boston Celtics,28,RJ Hunter,Georgia State
2015,Brooklyn Nets,29,Chris McCullough,Syracuse
2015,Golden State Warriors,30,Kevon Looney,California-Los Angeles
2015,Minnesota Timberwolves,31,Cedi Osman,Anadolu Efes S.K.
2015,Houston Rockets,32,Montrezl Harrell,Louisville
2015,Boston Celtics,33,Jordan Mickey,Louisiana State
2015,Los Angeles Lakers,34,Anthony Brown,Stanford
2015,Philadelphia 76ers,35,Willy Hernangomez,CB Sevilla
2015,Minnesota Timberwolves,36,Rakeem Christmas,Syracuse
2015,Philadelphia 76ers,37,Richaun Holmes,Bowling Green
2015,Detroit Pistons,38,Darrun Hilliard,Villanova
2015,Charlotte Hornets,39,Juan Pablo Vaulet,Bahia Basket
2015,Miami Heat,40,Josh Richardson,Tennessee
2015,Brooklyn Nets,41,Pat Connaughton,Notre Dame
2015,Utah Jazz,42,Olivier Hanlan,Boston College
2015,Indiana Pacers,43,Joe Young,Oregon
2015,Phoenix Suns,44,Andrew Harrison,Kentucky
2015,Boston Celtics,45,Marcus Thornton,William & Mary
2015,Milwaukee Bucks,46,Norman Powell,California-Los Angeles
2015,Philadelphia 76ers,47,Arturas Gudaitis,BC Zalgiris
2015,Oklahoma City Thunder,48,Dakari Johnson,Kentucky
2015,Washington Wizards,49,Aaron White,Iowa
2015,Atlanta Hawks,50,Marcus Eriksson,FC Barcelona Basquet
2015,Orlando Magic,51,Tyler Harvey,Eastern Washington
2015,Dallas Mavericks,52,Satnam Singh,IMG Academy
2015,Cleveland Cavaliers,53,Sir'Dominic Pointer,St. John's (NY)
2015,Utah Jazz,54,Daniel Diez,San Sebastian Gipuzkoa BC
2015,San Antonio Spurs,55,Cady Lalanne,Massachusetts
2015,New Orleans Pelicans,56,Branden Dawson,Michigan State
2015,Denver Nuggets,57,Nikola Radicevic,CB Sevilla
2015,Philadelphia 76ers,58,JP Tokoto,North Carolina
2015,Atlanta Hawks,59,Dimitrios Agravanis,Olympiacos B.C.
2015,Philadelphia 76ers,60,Luka Mitrovic,Red Star Belgrade
2014,Cleveland Cavaliers,1,Andrew Wiggins,Kansas
2014,Milwaukee Bucks,2,Jabari Parker,Duke
2014,Philadelphia 76ers,3,Joel Embiid,Kansas
2014,Orlando Magic,4,Aaron Gordon,Arizona
2014,Utah Jazz,5,Dante Exum,Australian Institute of Sport
2014,Boston Celtics,6,Marcus Smart,Oklahoma State
2014,Los Angeles Lakers,7,Julius Randle,Kentucky
2014,Sacramento Kings,8,Nik Stauskas,Michigan
2014,Charlotte Hornets,9,Noah Vonleh,Indiana
2014,Philadelphia 76ers,10,Elfrid Payton,Louisiana-Lafayette
2014,Denver Nuggets,11,Doug McDermott,Creighton
2014,Orlando Magic,12,Dario Saric,KK Cibona
2014,Minnesota Timberwolves,13,Zach LaVine,California-Los Angeles
2014,Phoenix Suns,14,T.J. Warren,North Carolina State
2014,Atlanta Hawks,15,Adreian Payne,Michigan State
2014,Chicago Bulls,16,Jusuf Nurkic,KK Cedevita
2014,Boston Celtics,17,James Young,Kentucky
2014,Phoenix Suns,18,Tyler Ennis,Syracuse
2014,Chicago Bulls,19,Gary Harris,Michigan State
2014,Toronto Raptors,20,Bruno Caboclo,Esporte Clube Pinheiros
2014,Oklahoma City Thunder,21,Mitch McGary,Michigan
2014,Memphis Grizzlies,22,Jordan Adams,California-Los Angeles
2014,Utah Jazz,23,Rodney Hood,Duke
2014,Charlotte Hornets,24,Shabazz Napier,Connecticut
2014,Houston Rockets,25,Clint Capela,Elan Chalon
2014,Miami Heat,26,PJ Hairston,Texas Legends
2014,Phoenix Suns,27,Bogdan Bogdanovic,KK Partizan
2014,Los Angeles Clippers,28,C.J. Wilcox,Washington
2014,Oklahoma City Thunder,29,Josh Huestis,Stanford
2014,San Antonio Spurs,30,Kyle Anderson,California-Los Angeles
2014,Milwaukee Bucks,31,Damien Inglis,Chorale Roanne Basket
2014,Philadelphia 76ers,32,KJ McDaniels,Clemson
2014,Cleveland Cavaliers,33,Joe Harris,Virginia
2014,New York Knicks,34,Cleanthony Early,Wichita State
2014,Utah Jazz,35,Jarnell Stokes,Tennessee
2014,Milwaukee Bucks,36,Johnny O'Bryant III,Louisiana State
2014,Toronto Raptors,37,DeAndre Daniels,Connecticut
2014,Detroit Pistons,38,Spencer Dinwiddie,Colorado
2014,Philadelphia 76ers,39,Jerami Grant,Syracuse
2014,Minnesota Timberwolves,40,Glenn Robinson III,Michigan
2014,Denver Nuggets,41,Nikola Jokic,KK Mega Leks
2014,Houston Rockets,42,Nick Johnson,Arizona
2014,Atlanta Hawks,43,Edy Tavares,CB Gran Canaria
2014,Minnesota Timberwolves,44,Markel Brown,Oklahoma State
2014,Charlotte Hornets,45,Dwight Powell,Stanford
2014,Washington Wizards,46,Jordan Clarkson,Missouri
2014,Philadelphia 76ers,47,Russ Smith,Louisville
2014,Milwaukee Bucks,48,Lamar Patterson,Pittsburgh
2014,Chicago Bulls,49,Cameron Bairstow,New Mexico
2014,Phoenix Suns,50,Alec Brown,Wisconsin-Green Bay
2014,New York Knicks,51,Thanasis Antetokounmpo,Delaware 87ers
2014,Philadelphia 76ers,52,Vasilije Micic,KK Mega Leks
2014,Minnesota Timberwolves,53,Alessandro Gentile,Olimpia Milano
2014,Philadelphia 76ers,54,Nemanja Dangubic,KK Mega Leks
2014,Miami Heat,55,Semaj Christon,Xavier
2014,Denver Nuggets,56,Devyn Marble,Iowa
2014,Indiana Pacers,57,Louis Labeyrie,Paris-Levallois Basket
2014,San Antonio Spurs,58,Jordan McRae,Tennessee
2014,Toronto Raptors,59,Xavier Thames,San Diego State
2014,San Antonio Spurs,60,Cory Jefferson,Baylor
2013,Cleveland Cavaliers,1,Anthony Bennett,Nevada-Las Vegas
2013,Orlando Magic,2,Victor Oladipo,Indiana
2013,Washington Wizards,3,Otto Porter Jr.,Georgetown
2013,Charlotte Bobcats,4,Cody Zeller,Indiana
2013,Phoenix Suns,5,Alex Len,Maryland
2013,New Orleans Pelicans,6,Nerlens Noel,Kentucky
2013,Sacramento Kings,7,Ben McLemore,Kansas
2013,Detroit Pistons,8,Kentavious Caldwell-Pope,Georgia
2013,Minnesota Timberwolves,9,Trey Burke,Michigan
2013,Portland Trail Blazers,10,CJ McCollum,Lehigh
2013,Philadelphia 76ers,11,Michael Carter-Williams,Syracuse
2013,Oklahoma City Thunder,12,Steven Adams,Pittsburgh
2013,Dallas Mavericks,13,Kelly Olynyk,Gonzaga
2013,Utah Jazz,14,Shabazz Muhammad,California-Los Angeles
2013,Milwaukee Bucks,15,Giannis Antetokounmpo,Basket Zaragoza 2002
2013,Boston Celtics,16,Lucas Nogueira,CB Estudiantes
2013,Atlanta Hawks,17,Dennis Schroder,Basketball Lowen Braunschweig
2013,Atlanta Hawks,18,Shane Larkin,Miami (FL)
2013,Cleveland Cavaliers,19,Sergey Karasev,B.C. Zenit Saint Petersburg
2013,Chicago Bulls,20,Tony Snell,New Mexico
2013,Utah Jazz,21,Gorgui Dieng,Louisville
2013,Brooklyn Nets,22,Mason Plumlee,Duke
2013,Indiana Pacers,23,Solomon Hill,Arizona
2013,New York Knicks,24,Tim Hardaway Jr.,Michigan
2013,Los Angeles Clippers,25,Reggie Bullock,North Carolina
2013,Minnesota Timberwolves,26,Andre Roberson,Colorado
2013,Denver Nuggets,27,Rudy Gobert,Cholet Basket
2013,San Antonio Spurs,28,Livio Jean-Charles,ASVEL Basket
2013,Oklahoma City Thunder,29,Archie Goodwin,Kentucky
2013,Phoenix Suns,30,Nemanja Nedovic,BC Lietuvos rytas
2013,Cleveland Cavaliers,31,Allen Crabbe,California
2013,Oklahoma City Thunder,32,Alex Abrines,FC Barcelona Basquet
2013,Cleveland Cavaliers,33,Carrick Felix,Arizona State
2013,Houston Rockets,34,Isaiah Canaan,Murray State
2013,Philadelphia 76ers,35,Glen Rice,Michigan
2013,Sacramento Kings,36,Ray McCallum,Detroit Mercy
2013,Detroit Pistons,37,Tony Mitchell,North Texas
2013,Washington Wizards,38,Nate Wolters,South Dakota State
2013,Portland Trail Blazers,39,Jeff Withey,Kansas
2013,Portland Trail Blazers,40,Grant Jerrett,Arizona
2013,Memphis Grizzlies,41,Jamaal Franklin,San Diego State
2013,Philadelphia 76ers,42,Pierre Jackson,Baylor
2013,Milwaukee Bucks,43,Ricky Ledo,Providence
2013,Dallas Mavericks,44,Mike Muscala,Bucknell
2013,Portland Trail Blazers,45,Marko Todorovic,FC Barcelona Basquet
2013,Utah Jazz,46,Erick Green,Virginia Tech
2013,Atlanta Hawks,47,Raul Neto,San Sebastian Gipuzkoa BC
2013,Los Angeles Lakers,48,Ryan Kelly,Duke
2013,Chicago Bulls,49,Erik Murphy,Florida
2013,Atlanta Hawks,50,James Ennis III,Long Beach State
2013,Orlando Magic,51,Romero Osby,Oklahoma
2013,Minnesota Timberwolves,52,Lorenzo Brown,North Carolina State
2013,Indiana Pacers,53,Colton Iverson,Colorado State
2013,Washington Wizards,54,Arsalan Kazemi,Oregon
2013,Memphis Grizzlies,55,Joffrey Lauvergne,KK Partizan
2013,Detroit Pistons,56,Peyton Siva,Louisville
2013,Phoenix Suns,57,Alex Oriakhi,Missouri
2013,San Antonio Spurs,58,Deshaun Thomas,Ohio State
2013,Minnesota Timberwolves,59,Bojan Dubljevic,Valencia BC
2013,Memphis Grizzlies,60,Janis Timma,BK Ventspils
2012,New Orleans Hornets,1,Anthony Davis,Kentucky
2012,Charlotte Bobcats,2,Michael Kidd-Gilchrist,Kentucky
2012,Washington Wizards,3,Bradley Beal,Florida
2012,Cleveland Cavaliers,4,Dion Waiters,Syracuse
2012,Sacramento Kings,5,Thomas Robinson,Kansas
2012,Portland Trail Blazers,6,Damian Lillard,Weber State
2012,Golden State Warriors,7,Harrison Barnes,North Carolina
2012,Toronto Raptors,8,Terrence Ross,Washington
2012,Detroit Pistons,9,Andre Drummond,Connecticut
2012,New Orleans Hornets,10,Austin Rivers,Duke
2012,Portland Trail Blazers,11,Meyers Leonard,Illinois
2012,Houston Rockets,12,Jeremy Lamb,Connecticut
2012,Phoenix Suns,13,Kendall Marshall,North Carolina
2012,Milwaukee Bucks,14,John Henson,North Carolina
2012,Philadelphia 76ers,15,Maurice Harkless,St. John's (NY)
2012,Houston Rockets,16,Royce White,Iowa State
2012,Dallas Mavericks,17,Tyler Zeller,North Carolina
2012,Houston Rockets,18,Terrence Jones,Kentucky
2012,Orlando Magic,19,Andrew Nicholson,St. Bonaventure
2012,Denver Nuggets,20,Evan Fournier,Poitiers Basket 86
2012,Boston Celtics,21,Jared Sullinger,Ohio State
2012,Boston Celtics,22,Fab Melo,Syracuse
2012,Atlanta Hawks,23,John Jenkins,Vanderbilt
2012,Cleveland Cavaliers,24,Jared Cunningham,Oregon State
2012,Memphis Grizzlies,25,Tony Wroten,Washington
2012,Indiana Pacers,26,Miles Plumlee,Duke
2012,Miami Heat,27,Arnett Moultrie,Mississippi State
2012,Oklahoma City Thunder,28,Perry Jones III,Baylor
2012,Chicago Bulls,29,Marquis Teague,Kentucky
2012,Golden State Warriors,30,Festus Ezeli,Vanderbilt
2012,Charlotte Bobcats,31,Jeffery Taylor,Vanderbilt
2012,Washington Wizards,32,Tomas Satoransky,CB Sevilla
2012,Cleveland Cavaliers,33,Bernard James,Florida State
2012,Cleveland Cavaliers,34,Jae Crowder,Marquette
2012,Golden State Warriors,35,Draymond Green,Michigan State
2012,Sacramento Kings,36,Orlando Johnson,California-Santa Barbara
2012,Toronto Raptors,37,Quincy Acy,Baylor
2012,Denver Nuggets,38,Quincy Miller,Baylor
2012,Detroit Pistons,39,Khris Middleton,Texas A&M
2012,Portland Trail Blazers,40,Will Barton,Memphis
2012,Portland Trail Blazers,41,Tyshawn Taylor,Kansas
2012,Milwaukee Bucks,42,Doron Lamb,Kentucky
2012,Atlanta Hawks,43,Mike Scott,Virginia
2012,Detroit Pistons,44,Kim English,Missouri
2012,Philadelphia 76ers,45,Justin Hamilton,Louisiana State
2012,New Orleans Hornets,46,Darius Miller,Kentucky
2012,Utah Jazz,47,Kevin Murphy,Tennessee Tech
2012,New York Knicks,48,Kostas Papanikolaou,Olympiacos B.C.
2012,Orlando Magic,49,Kyle O'Quinn,Norfolk State
2012,Denver Nuggets,50,Izzet Turkyilmaz,Banvit B.K.
2012,Boston Celtics,51,Kris Joseph,Syracuse
2012,Golden State Warriors,52,Ognjen Kuzmic,CB Axarquia
2012,Los Angeles Clippers,53,Furkan Aldemir,Galatasaray S.K.
2012,Philadelphia 76ers,54,Tornike Shengelia,Georgia
2012,Dallas Mavericks,55,Darius Johnson-Odom,Marquette
2012,Toronto Raptors,56,Tomislav Zubcic,KK Cibona
2012,Brooklyn Nets,57,Ilkan Karaman,Pinar Karsiyaka
2012,Minnesota Timberwolves,58,Robbie Hummel,Purdue
2012,San Antonio Spurs,59,Marcus Denmon,Missouri
2012,Los Angeles Lakers,60,Robert Sacre,Gonzaga
2011,Cleveland Cavaliers,1,Kyrie Irving,Duke
2011,Minnesota Timberwolves,2,Derrick Williams,Arizona
2011,Utah Jazz,3,Enes Freedom,Kentucky
2011,Cleveland Cavaliers,4,Tristan Thompson,Texas
2011,Toronto Raptors,5,Jonas Valanciunas,BC Lietuvos rytas
2011,Washington Wizards,6,Jan Vesely,KK Partizan
2011,Sacramento Kings,7,Bismack Biyombo,Baloncesto Fuenlabrada
2011,Detroit Pistons,8,Brandon Knight,Kentucky
2011,Charlotte Bobcats,9,Kemba Walker,Connecticut
2011,Milwaukee Bucks,10,Jimmer Fredette,Brigham Young
2011,Golden State Warriors,11,Klay Thompson,Washington State
2011,Utah Jazz,12,Alec Burks,Colorado
2011,Phoenix Suns,13,Markieff Morris,Kansas
2011,Houston Rockets,14,Marcus Morris Sr.,Kansas
2011,Indiana Pacers,15,Kawhi Leonard,San Diego State
2011,Philadelphia 76ers,16,Nikola Vucevic,Southern California
2011,New York Knicks,17,Iman Shumpert,Georgia Tech
2011,Washington Wizards,18,Chris Singleton,Florida State
2011,Charlotte Bobcats,19,Tobias Harris,Tennessee
2011,Minnesota Timberwolves,20,Donatas Motiejunas,Universo Treviso Basket
2011,Portland Trail Blazers,21,Nolan Smith,Duke
2011,Denver Nuggets,22,Kenneth Faried,Morehead State
2011,Houston Rockets,23,Nikola Mirotic,Real Madrid Baloncesto
2011,Oklahoma City Thunder,24,Reggie Jackson,Boston College
2011,Boston Celtics,25,MarShon Brooks,Providence
2011,Dallas Mavericks,26,Jordan Hamilton,Texas
2011,New Jersey Nets,27,JaJuan Johnson,Purdue
2011,Chicago Bulls,28,Norris Cole,Cleveland State
2011,San Antonio Spurs,29,Cory Joseph,Texas
2011,Chicago Bulls,30,Jimmy Butler,Marquette
2011,Miami Heat,31,Bojan Bogdanovic,KK Partizan
2011,Cleveland Cavaliers,32,Justin Harper,Richmond
2011,Detroit Pistons,33,Kyle Singler,Duke
2011,Washington Wizards,34,Shelvin Mack,Butler
2011,Sacramento Kings,35,Tyler Honeycutt,California-Los Angeles
2011,New Jersey Nets,36,Jordan Williams,Maryland
2011,Los Angeles Clippers,37,Trey Thompkins,Georgia
2011,Houston Rockets,38,Chandler Parsons,Florida
2011,Charlotte Bobcats,39,Jeremy Tyler,Tokyo Apache
2011,Milwaukee Bucks,40,Jon Leuer,Wisconsin
2011,Los Angeles Lakers,41,Darius Morris,Michigan
2011,Indiana Pacers,42,Davis Bertans,KK Olimpija
2011,Chicago Bulls,43,Malcolm Lee,California-Los Angeles
2011,Golden State Warriors,44,Charles Jenkins,Hofstra
2011,New Orleans Hornets,45,Josh Harrellson,Kentucky
2011,Los Angeles Lakers,46,Andrew Goudelock,College of Charleston
2011,Los Angeles Clippers,47,Travis Leslie,Georgia
2011,Atlanta Hawks,48,Keith Benson,Oakland
2011,Memphis Grizzlies,49,Josh Selby,Kansas
2011,Philadelphia 76ers,50,Lavoy Allen,Temple
2011,Portland Trail Blazers,51,Jon Diebler,Ohio State
2011,Detroit Pistons,52,Vernon Macklin,Florida
2011,Orlando Magic,53,DeAndre Liggins,Kentucky
2011,Cleveland Cavaliers,54,MIlan Macvan,Maccabi Tel Aviv B.C.
2011,Boston Celtics,55,E'Twaun Moore,Purdue
2011,Los Angeles Lakers,56,Chukwudiebere Maduabum,Bakersfield Jam
2011,Dallas Mavericks,57,Tanguy Ngombo,Al Rayyan Basketball Team
2011,Los Angeles Lakers,58,Ater Majok,Gold Coast Blaze
2011,San Antonio Spurs,59,Adam Hanga,Alba Fehervar
2011,Sacramento Kings,60,Isaiah Thomas,Washington
2010,Washington Wizards,1,John Wall,Kentucky
2010,Philadelphia 76ers,2,Evan Turner,Ohio State
2010,New Jersey Nets,3,Derrick Favors,Georgia Tech
2010,Minnesota Timberwolves,4,Wesley Johnson,Syracuse
2010,Sacramento Kings,5,DeMarcus Cousins,Kentucky
2010,Golden State Warriors,6,Ekpe Udoh,Baylor
2010,Detroit Pistons,7,Greg Monroe,Georgetown
2010,Los Angeles Clippers,8,Al-Farouq Aminu,Wake Forest
2010,Utah Jazz,9,Gordon Hayward,Butler
2010,Indiana Pacers,10,Paul George,Fresno State
2010,New Orleans Hornets,11,Cole Aldrich,Kansas
2010,Memphis Grizzlies,12,Xavier Henry,Kansas
2010,Toronto Raptors,13,Ed Davis,North Carolina
2010,Houston Rockets,14,Patrick Patterson,Kentucky
2010,Milwaukee Bucks,15,Larry Sanders,Virginia Commonwealth
2010,Minnesota Timberwolves,16,Luke Babbitt,Nevada-Reno
2010,Chicago Bulls,17,Kevin Seraphin,Cholet Basket
2010,Oklahoma City Thunder,18,Eric Bledsoe,Kentucky
2010,Boston Celtics,19,Avery Bradley,Texas
2010,San Antonio Spurs,20,James Anderson,Oklahoma State
2010,Oklahoma City Thunder,21,Craig Brackins,Iowa State
2010,Portland Trail Blazers,22,Elliot Williams,Memphis
2010,Minnesota Timberwolves,23,Trevor Booker,Clemson
2010,Atlanta Hawks,24,Damion James,Texas
2010,Memphis Grizzlies,25,Dominique Jones,South Florida
2010,Oklahoma City Thunder,26,Quincy Pondexter,Washington
2010,New Jersey Nets,27,Jordan Crawford,Xavier
2010,Memphis Grizzlies,28,Greivis Vasquez,Maryland
2010,Orlando Magic,29,Daniel Orton,Kentucky
2010,Washington Wizards,30,Lazar Hayward,Marquette
2010,New Jersey Nets,31,Tibor Pleiss,Brose Baskets
2010,Miami Heat,32,Dexter Pittman,Texas
2010,Sacramento Kings,33,Hassan Whiteside,Marshall
2010,Portland Trail Blazers,34,Armon Johnson,Nevada-Reno
2010,Washington Wizards,35,Nemanja Bjelica,KK Crvena zvezda
2010,Detroit Pistons,36,Terrico White,Mississippi
2010,Milwaukee Bucks,37,Darington Hobson,New Mexico
2010,New York Knicks,38,Andy Rautins,Syracuse
2010,New York Knicks,39,Landry Fields,Stanford
2010,Indiana Pacers,40,Lance Stephenson,Cincinnati
2010,Miami Heat,41,Jarvis Varnado,Mississippi State
2010,Miami Heat,42,Da'Sean Butler,West Virginia
2010,Los Angeles Lakers,43,Devin Ebanks,West Virginia
2010,Milwaukee Bucks,44,Jerome Jordan,Tulsa
2010,Minnesota Timberwolves,45,Paulao Prestes,CB Murcia
2010,Phoenix Suns,46,Gani Lawal,Georgia Tech
2010,Milwaukee Bucks,47,Tiny Gallon,Oklahoma
2010,Miami Heat,48,Latavious Williams,Tulsa 66ers
2010,San Antonio Spurs,49,Ryan Richards,CB Gran Canaria
2010,Dallas Mavericks,50,Solomon Alabi,Florida State
2010,Oklahoma City Thunder,51,Magnum Rolle,Louisiana Tech
2010,Boston Celtics,52,Luke Harangody,Notre Dame
2010,Atlanta Hawks,53,Pape Sy,STB Le Havre
2010,Los Angeles Clippers,54,Willie Warren,Oklahoma
2010,Utah Jazz,55,Jeremy Evans,Western Kentucky
2010,Minnesota Timberwolves,56,Hamady Ndiaye,Rutgers
2010,Indiana Pacers,57,Ryan Reid,Florida State
2010,Los Angeles Lakers,58,Derrick Caracter,Texas-El Paso
2010,Orlando Magic,59,Stanley Robinson,Connecticut
2010,Phoenix Suns,60,Dwayne Collins,Miami (FL)
2009,Los Angeles Clippers,1,Blake Griffin,Oklahoma
2009,Memphis Grizzlies,2,Hasheem Thabeet,Connecticut
2009,Oklahoma City Thunder,3,James Harden,Arizona State
2009,Sacramento Kings,4,Tyreke Evans,Memphis
2009,Minnesota Timberwolves,5,Ricky Rubio,Joventut Badalona
2009,Minnesota Timberwolves,6,Jonny Flynn,Syracuse
2009,Golden State Warriors,7,Stephen Curry,Davidson
2009,New York Knicks,8,Jordan Hill,Arizona
2009,Toronto Raptors,9,DeMar DeRozan,Southern California
2009,Milwaukee Bucks,10,Brandon Jennings,Pallacanestro Virtus Roma
2009,New Jersey Nets,11,Terrence Williams,Louisville
2009,Charlotte Bobcats,12,Gerald Henderson,Duke
2009,Indiana Pacers,13,Tyler Hansbrough,North Carolina
2009,Phoenix Suns,14,Earl Clark,Louisville
2009,Detroit Pistons,15,Austin Daye,Gonzaga
2009,Chicago Bulls,16,James Johnson,Wake Forest
2009,Philadelphia 76ers,17,Jrue Holiday,California-Los Angeles
2009,Minnesota Timberwolves,18,Ty Lawson,North Carolina
2009,Atlanta Hawks,19,Jeff Teague,Wake Forest
2009,Utah Jazz,20,Eric Maynor,Virginia Commonwealth
2009,New Orleans Hornets,21,Darren Collison,California-Los Angeles
2009,Portland Trail Blazers,22,Victor Claver,Valencia BC
2009,Sacramento Kings,23,Omri Casspi,Maccabi Tel Aviv B.C.
2009,Dallas Mavericks,24,Byron Mullens,Ohio State
2009,Oklahoma City Thunder,25,Rodrigue Beaubois,Cholet Basket
2009,Chicago Bulls,26,Taj Gibson,Southern California
2009,Memphis Grizzlies,27,DeMarre Carroll,Missouri
2009,Minnesota Timberwolves,28,Wayne Ellington,North Carolina
2009,Los Angeles Lakers,29,Toney Douglas,Florida State
2009,Cleveland Cavaliers,30,Christian Eyenga,CB Prat
