yearDraft,nameTeam,numberPickOverall,player,OrganizationFrom
1966,Baltimore Bullets,94,Stan McKenzie,New York University
1966,Cincinnati Royals,95,R.B. Lynam,Oklahoma Baptist
1966,Los Angeles Lakers,96,George Grams,Purdue
1966,Chicago Bulls,97,Carver Clinton,Penn State
1966,New York Knicks,98,Dave Deutsch,Rochester (NY)
1966,St. Louis Hawks,99,Lonnie Lynn,Wilberforce
1966,Baltimore Bullets,100,Grant Simmons,Nebraska
1966,New York Knicks,101,Bob Bennett,North Carolina
1966,St. Louis Hawks,102,Nick Aloi,Bowling Green
1966,Baltimore Bullets,103,Al Lopes,Kansas
1966,St. Louis Hawks,104,Ollie Carter,San Francisco
1966,Baltimore Bullets,105,Jim Harter,Texas-Pan American
1966,St. Louis Hawks,106,Paul Long,Wake Forest
1966,Baltimore Bullets,107,Howard Bayne,Tennessee
1966,St. Louis Hawks,108,Eddie Jackson,Bradley
1966,Baltimore Bullets,109,Ken Barnes,Wisconsin
1966,Baltimore Bullets,110,Chris Pervall,Iowa
1966,Baltimore Bullets,111,Jerry Trice,Weber State
1966,Baltimore Bullets,112,Gene Visscher,Weber State
1965,Los Angeles Lakers,0,Gail Goodrich,California-Los Angeles
1965,Detroit Pistons,0,Bill Buntin,Michigan
1965,New York Knicks,0,Bill Bradley,Princeton
1965,San Francisco Warriors,1,Fred Hetzel,Davidson
1965,San Francisco Warriors,2,Rick Barry,Miami (FL)
1965,New York Knicks,3,Dave Stallworth,Wichita State
1965,Baltimore Bullets,4,Jerry Sloan,Evansville
1965,Philadelphia 76ers,5,Billy Cunningham,North Carolina
1965,St. Louis Hawks,6,Jim Washington,Villanova
1965,Cincinnati Royals,7,Nate Bowman,Wichita State
1965,Boston Celtics,8,Ollie Johnson,San Francisco
1965,San Francisco Warriors,9,Will Frazier,Grambling
1965,New York Knicks,10,Dick Van Arsdale,Indiana
1965,Detroit Pistons,11,Tom Van Arsdale,Indiana
1965,Baltimore Bullets,12,Tal Brody,Illinois
1965,Philadelphia 76ers,13,Jesse Branson,Elon
1965,New York Knicks,14,Hal Blevins,Arkansas-Pine Bluff
1965,Cincinnati Royals,15,Flynn Robinson,Wyoming
1965,Los Angeles Lakers,16,John Fairchild,Brigham Young
1965,Boston Celtics,17,Ron Watts,Wake Forest
1965,San Francisco Warriors,18,Keith Erickson,California-Los Angeles
1965,New York Knicks,19,John Clemens,Ohio Wesleyan
1965,Detroit Pistons,20,Ron Reed,Notre Dame
1965,Baltimore Bullets,21,Joe Newton,Auburn
1965,Philadelphia 76ers,22,Bob Weiss,Penn State
1965,St. Louis Hawks,23,Ken McIntyre,St. John's (NY)
1965,Cincinnati Royals,24,Jon McGlocklin,Indiana
1965,Los Angeles Lakers,25,Jim Caldwell,Georgia Tech
1965,Boston Celtics,26,Toby Kimball,Connecticut
1965,San Francisco Warriors,27,Warren Rustand,Arizona
1965,New York Knicks,28,Larry Lembo,Manhattan
1965,Detroit Pistons,29,Jim King,Oklahoma State
1965,Baltimore Bullets,30,Skip Thoren,Illinois
1965,Philadelphia 76ers,31,Hank Finkel,Dayton
1965,St. Louis Hawks,32,Lynn Nance,Washington
1965,Cincinnati Royals,33,Bob Love,Southern University
1965,Los Angeles Lakers,34,Brooks Henderson,Florida
1965,Boston Celtics,35,Richie Tarrant,Saint Michael's
1965,San Francisco Warriors,36,Eddie Jackson,Oklahoma City
1965,New York Knicks,37,Steve Nisenson,Hofstra
1965,Detroit Pistons,38,Ted Manning,North Carolina Central
1965,Baltimore Bullets,39,Charles Dinkens,Miami (FL)
1965,Philadelphia 76ers,40,Richie Moore,Villanova
1965,St. Louis Hawks,41,Theodore Werner,Washington State
1965,Cincinnati Royals,42,Warren Isaac,Iona
1965,Los Angeles Lakers,43,A.W. Davis,Tennessee
1965,Boston Celtics,44,Don Davidson,Davidson
1965,San Francisco Warriors,45,Jim Jarvis,Oregon State
1965,New York Knicks,46,Warren Davis,North Carolina A&T
1965,Detroit Pistons,47,Barry Smith,High Point
1965,Baltimore Bullets,48,Lavonne LeFlore,Jackson State
1965,Philadelphia 76ers,49,Mitch Edwards,Texas-Pan American
1965,St. Louis Hawks,50,John Rambo,Long Beach State
1965,Cincinnati Royals,51,Leon Clements,Ouachita Baptist
1965,Los Angeles Lakers,52,Theo Cruz,Seattle
1965,Boston Celtics,53,Haskell Tison,Duke
1965,San Francisco Warriors,54,Dan Wolters,California
1965,New York Knicks,55,Dale Neel,High Point
1965,Baltimore Bullets,56,Willie Somerset,Duquesne
1965,Philadelphia 76ers,57,John Young,Midwestern State
1965,St. Louis Hawks,58,Terry Kunze,Minnesota
1965,Cincinnati Royals,59,Jeff Gehring,Miami (FL)
1965,Los Angeles Lakers,60,Dwayne Cruze,Idaho State
1965,Boston Celtics,61,George Deehan,Lenoir-Rhyne
1965,San Francisco Warriors,62,Willie Cotton,Central State (OH)
1965,New York Knicks,63,Frank Granat,Alliance
1965,Baltimore Bullets,64,Jim Murphy,DePaul
1965,Philadelphia 76ers,65,Bob Barnek,St. Bonaventure
1965,St. Louis Hawks,66,Cincinnatus Powell,Portland
1965,Cincinnati Royals,67,Jim Fox,South Carolina
1965,Los Angeles Lakers,68,George Unseld,Kansas
1965,New York Knicks,69,Jay Neary,North Carolina-Wilmington
1965,Baltimore Bullets,70,John Wendelkin,Holy Cross
1965,Philadelphia 76ers,71,Gene West,Drake
1965,St. Louis Hawks,72,Leroy Walker,Utah State
1965,Cincinnati Royals,73,Ron Krick,Cincinnati
1965,Los Angeles Lakers,74,Marlbert Pradd,Dillard
1965,New York Knicks,75,Wayne Molis,Lewis
1965,Baltimore Bullets,76,Bogie Redmon,Illinois
1965,Philadelphia 76ers,77,Dean Church,Louisiana-Lafayette
1965,St. Louis Hawks,78,Spencer Carlson,Baylor
1965,Cincinnati Royals,79,Richie Dec,Seton Hall
1965,Los Angeles Lakers,80,Don Rae,Montana State
1965,New York Knicks,81,Bill Meyer,Hiram
1965,Baltimore Bullets,82,Thales McReynolds,Miles
1965,Philadelphia 76ers,83,Curt Fromal,La Salle
1965,St. Louis Hawks,84,Weldon Kytle,Cleveland State
1965,Cincinnati Royals,85,Dick Maile,Louisiana State
1965,Los Angeles Lakers,86,Bob Andrews,Alabama
1965,New York Knicks,87,Bob Trupin,Yale
1965,Baltimore Bullets,88,Walt Sahm,Notre Dame
1965,Philadelphia 76ers,89,Dan Anderson,Augsburg
1965,St. Louis Hawks,90,Elton McGriff,Creighton
1965,Cincinnati Royals,91,Robert McCollough,Benedict
1965,New York Knicks,92,Dennis McGovern,Rhode Island
1965,Baltimore Bullets,93,Joe Ramsey,Southern Illinois
1965,Philadelphia 76ers,94,Rich Parks,Tulsa
1965,St. Louis Hawks,95,Mel Northway,Minnesota
1965,Cincinnati Royals,96,Oliver Jones,Albany State (GA)
1965,Baltimore Bullets,97,Jerry Rook,Arkansas State
1965,Philadelphia 76ers,98,Jack Morgenthal,Houston
1965,St. Louis Hawks,99,Terry Page,Detroit Mercy
1965,Cincinnati Royals,100,Larry Franks,Texas
1965,Baltimore Bullets,101,Dave Hicks,NA
1965,Philadelphia 76ers,102,James Pitts,Georgia
1965,St. Louis Hawks,103,George Pomey,Michigan
1965,Cincinnati Royals,104,Ronald Scharf,Georgia Tech
1965,Baltimore Bullets,105,Bunk Adams,Ohio
1965,Philadelphia 76ers,106,Larry Rafferty,Fairfield
1965,St. Louis Hawks,107,Bob Tolan,Eastern Kentucky
1965,Cincinnati Royals,108,Willie Porter,Tennessee State
1965,Baltimore Bullets,109,Roger Taylor,Illinois
1964,Los Angeles Lakers,0,Walt Hazzard,California-Los Angeles
1964,Cincinnati Royals,0,George Wilson,Cincinnati
1964,New York Knicks,1,Jim Barnes,Texas-El Paso
1964,Detroit Pistons,2,Joe Caldwell,Arizona State
1964,Baltimore Bullets,3,Gary Bradds,Ohio State
1964,Philadelphia 76ers,4,Lucious Jackson,Texas-Pan American
1964,St. Louis Hawks,5,Jeff Mullins,Duke
1964,San Francisco Warriors,6,Barry Kramer,New York University
1964,Boston Celtics,7,Mel Counts,Oregon State
1964,New York Knicks,8,Willis Reed,Grambling
1964,Detroit Pistons,9,Les Hunter,Loyola-Chicago
1964,St. Louis Hawks,10,Paul Silas,Creighton
1964,Philadelphia 76ers,11,Ira Harge,New Mexico
1964,Los Angeles Lakers,12,Charles Nash,Kentucky
1964,New York Knicks,13,Howard Komives,Bowling Green
1964,San Francisco Warriors,14,Bud Koper,Oklahoma City
1964,Cincinnati Royals,15,Bill Chmielewski,Dayton
1964,Boston Celtics,16,Ron Bonham,Cincinnati
1964,New York Knicks,17,Brian Generalovich,Pittsburgh
1964,Detroit Pistons,18,Wali Jones,Villanova
1964,Baltimore Bullets,19,Jerry Sloan,Evansville
1964,Philadelphia 76ers,20,Larry Jones,Toledo
1964,Los Angeles Lakers,21,Tom Dose,Stanford
1964,St. Louis Hawks,22,Arthur Becker,Arizona State
1964,San Francisco Warriors,23,Mccoy McLemore,Drake
1964,Cincinnati Royals,24,Steve Courtin,Saint Joseph's
1964,Boston Celtics,25,John Thompson,Providence
1964,New York Knicks,26,Freddie Crawford,St. Bonaventure
1964,Detroit Pistons,27,Jim Davis,Colorado
1964,Baltimore Bullets,28,Pete Spoden,Northern Iowa
1964,Philadelphia 76ers,29,Frank Corace,La Salle
1964,Los Angeles Lakers,30,Hank Finkel,Dayton
1964,St. Louis Hawks,31,Willie Murrell,Kansas State
1964,San Francisco Warriors,32,Gene Elmore,Southern Methodist
1964,Cincinnati Royals,33,Happy Hairston,New York University
1964,Boston Celtics,34,Joe Strawder,Bradley
1964,New York Knicks,35,Tony Gennari,Canisius
1964,Detroit Pistons,36,Ray Wolford,Toledo
1964,Baltimore Bullets,37,Bennie Lennox,Texas A&M
1964,Philadelphia 76ers,38,Lou Skurcenski,Westminster (PA)
1964,Los Angeles Lakers,39,John Savage,North Texas
1964,St. Louis Hawks,40,John Tresvant,Seattle
1964,San Francisco Warriors,41,Roger Suttner,Kansas State
1964,Cincinnati Royals,42,George Kirk,Memphis
1964,Boston Celtics,43,Nick Werkman,Seton Hall
1964,New York Knicks,44,Tom Lavelle,Western Carolina
1964,Detroit Pistons,45,Larry Phillips,Rice
1964,Baltimore Bullets,46,Bobby Joe Edmonds,Tennessee State
1964,Philadelphia 76ers,47,Ricky Kaminsky,Yale
1964,Los Angeles Lakers,48,Troy Collier,Utah State
1964,St. Louis Hawks,49,Ernest Brock,Virginia State
1964,San Francisco Warriors,50,Ray Carey,Missouri
1964,Cincinnati Royals,51,Al Thresher,Wittenberg
1964,Boston Celtics,52,Levern Tart,Bradley
1964,New York Knicks,53,Emmette Bryant,DePaul
1964,Detroit Pistons,54,Jerry Jackson,Ohio
1964,Baltimore Bullets,55,Ron Miller,Loyola-Chicago
1964,Philadelphia 76ers,56,Gordon Hatton,Dayton
1964,Los Angeles Lakers,57,Steve Anstett,Portland
1964,St. Louis Hawks,58,Maurice McHartley,North Carolina A&T
1964,San Francisco Warriors,59,David Lee,San Francisco
1964,Cincinnati Royals,60,Vic Rouse,Loyola-Chicago
1964,Boston Celtics,61,Rich Falk,Northwestern
1964,New York Knicks,62,Jim Boutin,Lewis & Clark
1964,Detroit Pistons,63,Ralph Telken,Rockhurst
1964,Baltimore Bullets,64,Danny Schultz,Tennessee
1964,Philadelphia 76ers,65,Bob Pelkington,Xavier
1964,Los Angeles Lakers,66,Jay Buckley,Duke
1964,St. Louis Hawks,67,Kendall Rhine,Rice
1964,San Francisco Warriors,68,Bob Garibaldi,Santa Clara
1964,Cincinnati Royals,69,Joe Gieger,Xavier
1964,Boston Celtics,70,Jeff Blue,Butler
1964,New York Knicks,71,Jack Brens,Wisconsin
1964,Baltimore Bullets,72,Tom Black,South Dakota State
1964,Philadelphia 76ers,73,Jim Brennan,Clemson
1964,St. Louis Hawks,74,Darel Carrier,Western Kentucky
1964,San Francisco Warriors,75,Camden Wail,California
1964,Cincinnati Royals,76,Scotty Pierce,West Texas A&M
1964,Boston Celtics,77,Charles Kelley,West Virginia Tech
1964,New York Knicks,78,Jim Christy,Georgetown
1964,Baltimore Bullets,79,Bill Kusleika,Tulsa
1964,Philadelphia 76ers,80,Wally Briggs,North Carolina A&T
1964,St. Louis Hawks,81,Frank Stephens,Virginia State
1964,San Francisco Warriors,82,Jeff Cartwright,Chapman
1964,Cincinnati Royals,83,Bob Neumann,Memphis
1964,Boston Celtics,84,Duane Corribeau,Clark (MA)
1964,New York Knicks,85,Dennis Lynch,Yale
1964,Baltimore Bullets,86,Fred Glover,Winston-Salem State
1964,Philadelphia 76ers,87,Thomas Lowry,West Virginia
1964,St. Louis Hawks,88,Gerald Govan,St. Mary of the Plains
1964,Cincinnati Royals,89,Jim Reynolds,Abilene Christian
1964,Baltimore Bullets,90,Frank Kamiaski,Randolph-Macon
1964,Philadelphia 76ers,91,Julius Myers,Morris Brown
1964,St. Louis Hawks,92,Warren Sutton,Sir George Williams (CAN)
1964,Cincinnati Royals,93,Fred Jones,Youngstown State
1964,Baltimore Bullets,94,Doug Moon,Utah
1964,St. Louis Hawks,95,Cecil Tuttle,Georgetown (KY)
1964,Baltimore Bullets,96,Pete Gent,Michigan State
1964,St. Louis Hawks,97,Bill Blair,Virginia Military Institute
1964,Baltimore Bullets,98,Sandy Williams,Saint Francis (PA)
1964,St. Louis Hawks,99,Al Cech,Detroit Mercy
1963,Cincinnati Royals,0,Tom Thacker,Cincinnati
1963,New York Knicks,1,Art Heyman,Duke
1963,Baltimore Bullets,2,Rod Thorn,West Virginia
1963,San Francisco Warriors,3,Nate Thurmond,Bowling Green
1963,Detroit Pistons,4,Eddie Miles,Seattle
1963,St. Louis Hawks,5,Gerry Ward,Boston College
1963,Philadelphia 76ers,6,Tom Hoover,Villanova
1963,Los Angeles Lakers,7,Roger Strickland,Jacksonville
1963,Boston Celtics,8,Bill Green,Colorado State
1963,New York Knicks,9,Jerry Harkness,Loyola-Chicago
1963,Baltimore Bullets,10,Gus Johnson,Idaho
1963,San Francisco Warriors,11,Gary Hill,Oklahoma City
1963,Detroit Pistons,12,Jerry Smith,Furman
1963,Los Angeles Lakers,13,Jim King,Tulsa
1963,St. Louis Hawks,14,Leland Mitchell,Mississippi State
1963,Philadelphia 76ers,15,Hershell West,Grambling
1963,Los Angeles Lakers,16,Mel Gibson,Western Carolina
1963,St. Louis Hawks,17,Ken Saylors,Arkansas Tech
1963,New York Knicks,18,Bill O'Connor,Canisius
1963,Baltimore Bullets,19,Tom Bolyard,Indiana
1963,San Francisco Warriors,20,Steve Gray,St. Mary's (CA)
1963,Detroit Pistons,21,Mike McCoy,Miami (FL)
1963,Cincinnati Royals,22,Jimmy Rayl,Indiana
1963,St. Louis Hawks,23,Bill Burwell,Illinois
1963,Philadelphia 76ers,24,Jerry Greenspan,Maryland
1963,Los Angeles Lakers,25,Lyle Harger,Houston
1963,Boston Celtics,26,Chuck Kriston,Valparaiso
1963,New York Knicks,27,Nate Cloud,Delaware
1963,Baltimore Bullets,28,Nolen Ellison,Kansas
1963,San Francisco Warriors,29,Dave Downey,Illinois
1963,Detroit Pistons,30,Dave Erickson,Marquette
1963,Cincinnati Royals,31,Ken Charlton,Colorado
1963,St. Louis Hawks,32,Waite Bellamy,Florida A&M
1963,Philadelphia 76ers,33,Ray Flynn,Providence
1963,Los Angeles Lakers,34,Layton Johns,Auburn
1963,Boston Celtics,35,Connie McGuire,Southeastern Oklahoma State
1963,New York Knicks,36,Joe McDermott,Belmont Abbey
1963,Baltimore Bullets,37,Ron Glaser,Marquette
1963,San Francisco Warriors,38,Don Turner,Southwestern (KS)
1963,Detroit Pistons,39,Bill Small,Illinois
1963,Cincinnati Royals,40,Mac Herndon,Bradley
1963,St. Louis Hawks,41,Tony Yates,Cincinnati
1963,Philadelphia 76ers,42,Tony Cerkvenik,Arizona State
1963,Los Angeles Lakers,43,Larry Jones,Toledo
1963,Boston Celtics,44,W. D. Stroud,Mississippi State
1963,New York Knicks,45,Jim Kerwin,Tulane
1963,Baltimore Bullets,46,Ken Siebel,Wisconsin
1963,San Francisco Warriors,47,Gene Shields,Santa Clara
1963,Detroit Pistons,48,Reggie Harding,Eastern
1963,Cincinnati Royals,49,Jim McCormack,West Virginia
1963,St. Louis Hawks,50,Al Santio,Maryland
1963,Philadelphia 76ers,51,Vince Brewer,Iowa State
1963,Los Angeles Lakers,52,Warren Salade,Westminster (PA)
1963,Boston Celtics,53,Vinnie Ernst,Providence
1963,New York Knicks,54,Bob Woolard,Wake Forest
1963,Baltimore Bullets,55,Larry Brown,North Carolina
1963,San Francisco Warriors,56,Don Clemetson,Stanford
1963,Detroit Pistons,57,Ira Harge,New Mexico
1963,Cincinnati Royals,58,Hunter Beckman,Memphis
1963,St. Louis Hawks,59,Ken Rohloff,North Carolina State
1963,Philadelphia 76ers,60,Bill Brown,Howard Payne
1963,Los Angeles Lakers,61,Gordie Martin,Southern California
1963,Boston Celtics,62,Herb Magee,Philadelphia University
1963,New York Knicks,63,Freddie Crawford,St. Bonaventure
1963,Baltimore Bullets,64,Dick Riesback,Iowa State
1963,San Francisco Warriors,65,Harry Dinnell,Pepperdine
1963,Detroit Pistons,66,Gary Silc,Northern Michigan
1963,St. Louis Hawks,67,Harold Strothers,Texas A&M
1963,New York Knicks,68,Ray Cronk,Lakeland
1963,Baltimore Bullets,69,Ron Jackson,Wisconsin
1963,San Francisco Warriors,70,Chuck White,Idaho
1963,Detroit Pistons,71,Ernie Durston,Seattle
1963,St. Louis Hawks,72,Frank Davis,Oklahoma Christian
1963,New York Knicks,73,Gerald Glur,Furman
1963,Baltimore Bullets,74,M. C. Thompson,DePaul
1963,St. Louis Hawks,75,Carl Ritter,Southeast Missouri State
1963,New York Knicks,76,Orbie Bowling,Tennessee
1963,St. Louis Hawks,77,Marv Straw,Iowa State
1963,New York Knicks,78,Bob Walter,Baldwin Wallace
1963,St. Louis Hawks,79,Hugh Evans,North Carolina A&T
1963,New York Knicks,80,Jerry Szachara,Cornell
1963,St. Louis Hawks,81,Gordon McFarland,Central Missouri
1963,New York Knicks,82,Bill Raftery,La Salle
1963,New York Knicks,83,Ron Pickett,Eastern Kentucky
1962,Cincinnati Royals,0,Jerry Lucas,Ohio State
1962,Detroit Pistons,0,Dave DeBusschere,Detroit Mercy
1962,Chicago Zephyrs,1,Bill McGill,Utah
1962,New York Knicks,2,Paul Hogue,Cincinnati
1962,St. Louis Hawks,3,Zelmo Beaty,Prairie View A&M
1962,Syracuse Nationals,4,Len Chappell,Wake Forest
1962,San Francisco Warriors,5,Wayne Hightower,Kansas
1962,Los Angeles Lakers,6,Leroy Ellis,St. John's (NY)
1962,Boston Celtics,7,John Havlicek,Ohio State
1962,Chicago Zephyrs,8,Terry Dischinger,Purdue
1962,New York Knicks,9,John Rudometkin,Southern California
1962,St. Louis Hawks,10,Bob Duffy,Colgate
1962,Detroit Pistons,11,Kevin Loughery,St. John's (NY)
1962,Syracuse Nationals,12,Chet Walker,Bradley
1962,Cincinnati Royals,13,Enoch Olsen,Louisville
1962,San Francisco Warriors,14,Hubie White,Villanova
1962,Los Angeles Lakers,15,Gene Wiley,Wichita State
1962,Boston Celtics,16,Jack Foley,Holy Cross
1962,Chicago Zephyrs,17,Don Nelson,Iowa
1962,New York Knicks,18,Bobby Rascoe,Western Kentucky
1962,St. Louis Hawks,19,Charlie Hardnett,Grambling
1962,Detroit Pistons,20,Harold Hudgens,Texas Tech
1962,Syracuse Nationals,21,Porter Meriwether,Tennessee State
1962,Cincinnati Royals,22,Chris Appel,Southern California
1962,San Francisco Warriors,23,Dave Fedor,Florida State
1962,Los Angeles Lakers,24,John Green,California-Los Angeles
1962,Boston Celtics,25,Jim Hadnot,Providence
1962,St. Louis Hawks,26,Charles Vaughn,Southern Illinois
1962,New York Knicks,27,Cliff Luyk,Florida
1962,St. Louis Hawks,28,Jerry Grote,Loyola-Marymount
1962,Detroit Pistons,29,Reggie Harding,Eastern
1962,Syracuse Nationals,30,Bob McCully,St. Bonaventure
1962,Cincinnati Royals,31,Jack Thobe,Xavier
1962,San Francisco Warriors,32,Garry Roggenburk,Dayton
1962,Los Angeles Lakers,33,Jan Loudermilk,Southern Methodist
1962,Boston Celtics,34,Roger Strickland,Jacksonville
1962,Chicago Zephyrs,35,Cornell Green,Utah State
1962,New York Knicks,36,Bob Burgess,Marshall
1962,St. Louis Hawks,37,Tom Hatton,Dayton
1962,Detroit Pistons,38,Lindbergh Moody,South Carolina
1962,Syracuse Nationals,39,John Windsor,Stanford
1962,Cincinnati Royals,40,Mike Wroblewski,Kansas State
1962,San Francisco Warriors,41,Jack Jackson,Virginia Union
1962,Los Angeles Lakers,42,Art Whisnant,South Carolina
1962,Boston Celtics,43,Gary Daniels,Citadel
1962,Chicago Zephyrs,44,Bill Hanson,Washington
1962,New York Knicks,45,Ken Stanley,Pacific
1962,St. Louis Hawks,46,Jay Carty,Oregon State
1962,Detroit Pistons,47,Ed Noe,Morehead State
1962,Syracuse Nationals,48,Larry Van Eman,Wichita State
1962,Cincinnati Royals,49,Jerry Foster,Drake
1962,San Francisco Warriors,50,Jim Hudock,North Carolina
1962,Los Angeles Lakers,51,Bucky Keller,Virginia Tech
1962,Boston Celtics,52,Jim Hooley,Boston College
1962,Chicago Zephyrs,53,Jack Ardon,Tulane
1962,New York Knicks,54,Richie Swartz,Hofstra
1962,St. Louis Hawks,55,Bob McAteer,La Salle
1962,Detroit Pistons,56,John Bradley,Lawrence
1962,Syracuse Nationals,57,Bob Sharpenter,Georgetown
1962,Cincinnati Royals,58,Gary Cunningham,California-Los Angeles
1962,San Francisco Warriors,59,Howie Montgomery,Texas-Pan American
1962,Boston Celtics,60,Clyde Arnold,Duquesne
1962,Chicago Zephyrs,61,Larry Pursiful,Kentucky
1962,New York Knicks,62,Warren Fouts,Oklahoma
1962,St. Louis Hawks,63,Terry Ball,Washington State
1962,Detroit Pistons,64,Mike Rice,Duquesne
1962,Syracuse Nationals,65,Jerry Harkness,Loyola-Chicago
1962,Cincinnati Royals,66,Ed Bento,Loyola-Marymount
1962,San Francisco Warriors,67,Bill Kirvin,Xavier
1962,Los Angeles Lakers,68,Bill Garner,Portland
1962,Boston Celtics,69,Chuck Chevalier,Boston College
1962,Chicago Zephyrs,70,Carroll Broussard,Texas A&M
1962,New York Knicks,71,Paul Benec,Duquesne
1962,St. Louis Hawks,72,Marvin Trotman,Elizabeth City State
1962,Detroit Pistons,73,Bill Nelson,Hamline
1962,Syracuse Nationals,74,Vince Brewer,Iowa State
1962,Cincinnati Royals,75,Chris Jones,Carson-Newman
1962,San Francisco Warriors,76,Tom Kiefer,Saint Louis
1962,Los Angeles Lakers,77,Bill Matson,Minnesota
1962,Boston Celtics,78,Mike Cingiser,Brown
1962,Chicago Zephyrs,79,Pete Campbell,Princeton
1962,New York Knicks,80,Ralph Richardson,Eastern Kentucky
1962,St. Louis Hawks,81,Charlie Sells,Washington State
1962,Detroit Pistons,82,Glenn Moore,Oregon
1962,Cincinnati Royals,83,George Knighton,New Mexico State
1962,San Francisco Warriors,84,Ken McComb,North Carolina
1962,Chicago Zephyrs,85,Jeff Slade,Kenyon
1962,New York Knicks,86,Ed Mazria,Pratt
1962,St. Louis Hawks,87,Tom Chappelle,Maine
1962,Cincinnati Royals,88,Frank Pinchback,Xavier
1962,San Francisco Warriors,89,Donnie Walsh,North Carolina
1962,Chicago Zephyrs,90,Mel Nowell,Ohio State
1962,St. Louis Hawks,91,John Caveny,Le Moyne
1962,San Francisco Warriors,92,Charles Warren,Oregon
1962,Chicago Zephyrs,93,Tom Kennedy,Lewis
1962,St. Louis Hawks,94,Jerry Carlton,Arkansas
1962,Chicago Zephyrs,95,Bob Mahland,Williams
1962,St. Louis Hawks,96,Wilky Gilmore,Colorado
1962,Chicago Zephyrs,97,Pat McKenzie,Kansas State
1962,St. Louis Hawks,98,Dave Ricerto,Rhode Island
1962,Chicago Zephyrs,99,Norman Majors,Rockhurst
1962,St. Louis Hawks,100,Wally Roundsville,Caltech
1961,Chicago Packers,1,Walt Bellamy,Indiana
1961,New York Knicks,2,Tom Stith,St. Bonaventure
1961,Cincinnati Royals,3,Larry Siegfried,Ohio State
1961,Detroit Pistons,4,Ray Scott,Portland
1961,Los Angeles Lakers,5,Wayne Yates,Memphis
1961,Syracuse Nationals,6,Ben Warley,Tennessee State
1961,Philadelphia Warriors,7,Tom Meschery,St. Mary's (CA)
1961,St. Louis Hawks,8,Cleo Hill,Winston-Salem State
1961,Boston Celtics,9,Gary Phillips,Houston
1961,New York Knicks,10,Ronald Martin,St. Bonaventure
1961,Cincinnati Royals,11,Bob Wiesenhahn,Cincinnati
1961,Detroit Pistons,12,Johnny Egan,Providence
1961,Los Angeles Lakers,13,Fred Sawyer,Louisville
1961,Syracuse Nationals,14,Chris Smith,Virginia Tech
1961,Philadelphia Warriors,15,Ted Luckenbill,Houston
1961,St. Louis Hawks,16,Ron Horn,Indiana
1961,Boston Celtics,17,Al Butler,Niagara
1961,Chicago Packers,18,Jack Turner,Louisville
1961,Chicago Packers,19,Jerry Graves,Mississippi State
1961,Chicago Packers,20,York Larese,North Carolina
1961,Chicago Packers,21,Don Kojis,Marquette
1961,Chicago Packers,22,Doug Moe,North Carolina
1961,Chicago Packers,23,Jeff Cohen,William & Mary
1961,New York Knicks,24,Tony Jackson,St. John's (NY)
1961,Cincinnati Royals,25,Robert Nordmann,Saint Louis
1961,Detroit Pistons,26,Doug Kistler,Duke
1961,Los Angeles Lakers,27,Frank Burgess,Gonzaga
1961,Syracuse Nationals,28,Chuck Osborne,Western Kentucky
1961,Philadelphia Warriors,29,Jack Egan,Saint Joseph's
1961,St. Louis Hawks,30,Tom Chilton,East Tennessee State
1961,Boston Celtics,31,Bill Depp,Vanderbilt
1961,Chicago Packers,32,Bill Bridges,Kansas
1961,New York Knicks,33,George Blaney,Holy Cross
1961,Cincinnati Royals,34,Lowery Kirk,Memphis
1961,Detroit Pistons,35,George Finley,Tennessee State
1961,Los Angeles Lakers,36,Charles Henke,Missouri
1961,Syracuse Nationals,37,Hank Whitney,Iowa State
1961,Philadelphia Warriors,38,John Tidwell,Michigan
1961,St. Louis Hawks,39,Gus Guydon,Drake
1961,Boston Celtics,40,Carl Cole,Eastern Kentucky
1961,Chicago Packers,41,Roger Kaiser,Georgia Tech
1961,New York Knicks,42,Bill Smith,St. Peter's
1961,Cincinnati Royals,43,Rossie Johnson,Tennessee State
1961,Detroit Pistons,44,Danny Doyle,Belmont Abbey
1961,Los Angeles Lakers,45,Bill Lickert,Kentucky
1961,Syracuse Nationals,46,Don Jacobson,South Dakota State
1961,Philadelphia Warriors,47,Bruce Spraggins,Virginia Union
1961,St. Louis Hawks,48,John Berberich,California-Los Angeles
1961,Boston Celtics,49,Bob DiStefano,North Carolina State
1961,Chicago Packers,50,Howie Carl,DePaul
1961,New York Knicks,51,Cleveland Buckner,Jackson State
1961,Cincinnati Royals,52,Bob Slobodnik,Duquesne
1961,Detroit Pistons,53,Lee Patrone,West Virginia
1961,Los Angeles Lakers,54,Bill McClintock,California
1961,Syracuse Nationals,55,Billy Joe Price,New Mexico State
1961,Philadelphia Warriors,56,Dick Goldberg,Southern Mississippi
1961,St. Louis Hawks,57,Bob McDonald,Maryland
1961,Boston Celtics,58,Ned Twyman,Duquesne
1961,Chicago Packers,59,Dave Voss,Tulsa
1961,New York Knicks,60,Donnie Butcher,Pikeville
1961,Cincinnati Royals,61,Dave Zeller,Miami (FL)
1961,Detroit Pistons,62,Burt Price,Wittenberg
1961,Los Angeles Lakers,63,Albert Alamanza,Texas
1961,Syracuse Nationals,64,Roger Newman,Kentucky
1961,Philadelphia Warriors,65,Charles McNeil,Maryland
1961,St. Louis Hawks,66,Charles Riley,Winston-Salem State
